Trial	RT	Difference	sDifference	Direction	Confidence
79	1632	128	16	-4	7
80	1170	-334	-42	0	-15
81	1806	302	38	2	10
82	1568	64	8	3	12
83	1510	6	1	3	15
84	1467	-37	-5	-1	8
85	1807	303	38	2	14
86	1436	-68	-9	-1	4
87	1536	32	4	3	11
88	1587	83	10	4	15
89	1527	23	3	2	1
90	1254	-250	-31	-3	13
91	1341	-163	-20	1	15
92	1930	426	53	1	12
93	2039	535	67	10	8
94	1469	-35	-4	5	14
95	1961	457	57	-2	4
96	1071	-433	-54	-2	-5
97	1534	30	4	2	4
98	1724	220	28	2	17
99	1323	-181	-23	7	10
100	1849	345	43	6	6
101	1307	-197	-25	-2	9
102	1659	155	19	-1	16
103	1359	-145	-18	2	-6
104	1874	370	46	2	2
105	1539	35	4	2	3
106	1293	-211	-26	-3	9
107	1654	150	19	4	9
108	1628	124	16	1	14
109	1447	-57	-7	5	19
110	1586	82	10	-1	11
111	1326	-178	-22	-2	5
112	1581	77	10	-2	14
113	1920	416	52	10	16
114	1279	-225	-28	2	10
115	1247	-257	-32	-1	6
116	1827	323	40	4	-13
117	1588	84	11	2	7
118	1696	192	24	-3	9
119	1758	254	32	11	16
120	1819	315	39	4	15
121	1416	-88	-11	3	13
122	1498	-6	-1	-6	4
123	1238	-266	-33	-2	7
124	1402	-102	-13	-1	8
125	1561	57	7	0	16
126	1325	-179	-22	1	3
127	1925	421	53	-2	8
128	1174	-330	-41	-2	-9
129	1684	180	23	-1	-4
130	2034	530	66	8	7
131	1528	24	3	2	9
132	1154	-350	-44	-1	6
133	2000	496	62	11	15
134	1310	-194	-24	-3	4
135	2289	785	98	9	5
136	1426	-78	-10	-3	3
137	1072	-432	-54	-2	8
138	1611	107	13	-3	4
139	1325	-179	-22	-2	-8
140	2146	642	80	13	17
141	1319	-185	-23	5	11
142	2271	767	96	1	6
143	1441	-63	-8	3	-8
144	1558	54	7	9	8
145	1620	116	15	2	11
146	1326	-178	-22	-2	13
147	1025	-479	-60	-5	13
148	1355	-149	-19	-1	10
149	1620	116	15	1	9
150	1739	235	29	2	-8
151	1101	-403	-50	2	9
152	1990	486	61	-1	-2
153	1461	-43	-5	3	2
154	1607	103	13	2	7
155	1558	54	7	5	15
156	1525	21	3	3	14
157	1497	-7	-1	2	19
158	1362	-142	-18	2	20
159	2033	529	66	2	13
160	1484	-20	-3	-1	4
161	1213	-291	-36	-8	13
162	1962	458	57	-2	11
163	1315	-189	-24	2	2
164	1776	272	34	-1	15
165	1966	462	58	6	1
166	1439	-65	-8	-3	6
167	2039	535	67	13	16
168	1422	-82	-10	5	7
169	12506	11002	125	29	28
170	1438	-66	-8	-1	8
171	1360	-144	-18	1	13
172	1945	441	55	3	10
173	1373	-131	-16	-7	15
174	1733	229	29	9	16
175	1732	228	29	12	19
176	1404	-100	-13	1	6
177	1824	320	40	2	8
178	1838	334	42	6	2
179	2433	929	116	20	22
180	1515	11	1	10	15
181	1447	-57	-7	-2	13
182	1261	-243	-30	1	10
183	1178	-326	-41	-14	24
184	1636	132	17	3	13
185	1825	321	40	3	18
186	1568	64	8	2	15
187	1623	119	15	-1	10
188	1986	482	60	10	3
189	2303	799	100	9	21
190	1429	-75	-9	4	4
191	2226	722	90	4	15
192	1254	-250	-31	-5	-8
193	1607	103	13	-6	15
194	1768	264	33	4	12
195	1474	-30	-4	-2	1
196	1474	-30	-4	-3	11
197	1543	39	5	-2	14
198	1638	134	17	1	14
199	1733	229	29	10	16
200	1770	266	33	1	9
201	1295	-209	-26	-1	2
202	1788	284	36	-6	10
203	1296	-208	-26	-3	5
204	1731	227	28	-2	18
205	1703	199	25	7	15
206	1755	251	31	1	17
207	1343	-161	-20	-2	9
208	1834	330	41	-1	16
209	1665	161	20	1	1
210	1818	314	39	-3	12
211	2346	842	105	24	26
212	1477	-27	-3	1	14
213	1398	-106	-13	-1	8
214	1701	197	25	-3	12
215	1310	-194	-24	-1	12
216	1381	-123	-15	-13	17
217	1596	92	12	-2	19
218	1704	200	25	1	18
219	1487	-17	-2	2	17
220	1725	221	28	-1	18
221	1691	187	23	-3	15
222	1631	127	16	11	4
223	1815	311	39	12	1
224	1509	5	1	5	5
225	1707	203	25	6	12
226	1707	203	25	2	14
227	1738	234	29	7	17
228	1465	-39	-5	1	19
229	1579	75	9	3	20
230	1588	84	11	-2	6
231	1483	-21	-3	4	19
232	1635	131	16	1	14
233	1538	34	4	3	19
234	1832	328	41	-1	0
235	1753	249	31	4	16
236	1578	74	9	-1	13
237	1592	88	11	3	9
238	1776	272	34	5	21
239	1524	20	3	4	24
240	1355	-149	-19	-1	12
241	1619	115	14	3	17
242	1573	69	9	3	20
243	1822	318	40	1	13
244	1857	353	44	-1	2
245	1752	248	31	10	7
246	1578	74	9	2	10
247	1824	320	40	9	19
248	1765	261	33	-3	14
249	2577	1073	125	14	2
250	1796	292	37	8	-15
