Trial	RT	Difference	sDifference	Direction	Confidence
208	1481	-23	-3	0	15
209	1350	-154	-19	-2	19
210	1530	26	3	-3	14
211	1600	96	12	-1	10
212	1436	-68	-9	0	9
213	1529	25	3	-1	15
214	1710	206	26	0	15
215	1287	-217	-27	-6	13
216	1557	53	7	0	10
217	1843	339	42	0	13
218	1538	34	4	0	2
219	1543	39	5	0	3
220	1442	-62	-8	-2	8
221	1279	-225	-28	0	-4
222	1528	24	3	0	-1
223	1425	-79	-10	0	16
224	1428	-76	-10	1	-2
225	1400	-104	-13	0	5
226	1574	70	9	0	21
227	1453	-51	-6	1	10
228	1546	42	5	0	3
229	1484	-20	-3	0	17
230	1387	-117	-15	0	14
231	1480	-24	-3	0	12
232	1420	-84	-11	0	14
233	1248	-256	-32	-1	11
234	1928	424	53	2	-1
235	1515	11	1	0	6
236	1302	-202	-25	0	16
237	1347	-157	-20	0	11
238	1672	168	21	-2	5
239	1593	89	11	0	3
240	1523	19	2	0	6
241	1284	-220	-28	-1	4
242	1571	67	8	0	14
243	1249	-255	-32	0	15
244	1476	-28	-4	-1	10
245	1448	-56	-7	-2	18
246	1537	33	4	-1	20
247	1321	-183	-23	-1	7
248	1339	-165	-21	0	11
249	1243	-261	-33	-4	14
250	1425	-79	-10	0	19
