Trial	RT	Difference	sDifference	Direction	Confidence

1	1392	-112	-14	-5	-3
2	1592	88	11	-1	-1
3	918	-586	-73	0	-1
4	1321	-183	-23	-5	-12
5	1124	-380	-48	-3	-3
6	986	-518	-65	0	-2
7	1149	-355	-44	-2	-2
8	1337	-167	-21	0	1
9	1480	-24	-3	2	6
10	1075	-429	-54	2	6
11	1181	-323	-40	2	4
12	1261	-243	-30	-3	4
13	1139	-365	-46	-1	5
14	1405	-99	-12	4	-2
15	995	-509	-64	4	6
16	1034	-470	-59	-6	3
17	1441	-63	-8	0	-2
18	1061	-443	-55	2	2
19	894	-610	-76	-3	3
20	737	-767	-96	-16	14
21	1444	-60	-8	0	-9
22	1173	-331	-41	0	-10
23	1255	-249	-31	0	12
24	1165	-339	-42	2	11
25	1489	-15	-2	0	3
26	1649	145	18	2	11
27	1181	-323	-40	0	12
28	1174	-330	-41	0	12
29	1647	143	18	4	5
30	1493	-11	-1	3	6
31	1143	-361	-45	-13	15
32	1373	-131	-16	2	4
33	1678	174	22	2	10
34	1950	446	56	5	17
35	1267	-237	-30	2	13
36	1403	-101	-13	0	-6
37	1376	-128	-16	-1	-2
38	1509	5	1	0	0
39	1809	305	38	1	13
40	1564	60	8	2	14
41	1259	-245	-31	0	21
42	2080	576	72	0	1
43	1015	-489	-61	0	-15
44	1715	211	26	17	24
45	1689	185	23	1	2
46	1290	-214	-27	2	4
47	1483	-21	-3	1	4
48	1608	104	13	0	17
49	1451	-53	-7	1	4
50	1554	50	6	0	11
51	1230	-274	-34	0	-13
52	1325	-179	-22	3	-11
53	1839	335	42	0	-8
54	1379	-125	-16	0	2
55	1476	-28	-4	0	-3
56	1203	-301	-38	0	9
57	1371	-133	-17	-4	5
58	1496	-8	-1	0	3
59	1697	193	24	1	10
60	1686	182	23	3	7
61	1814	310	39	1	10
62	1416	-88	-11	0	17
63	1696	192	24	0	16
64	1377	-127	-16	-1	14
65	1637	133	17	2	12
66	1747	243	30	4	11
67	1502	-2	0	1	15
68	1183	-321	-40	-2	14
69	1227	-277	-35	0	5
70	1624	120	15	0	0
71	1363	-141	-18	0	4
72	1623	119	15	0	3
73	1566	62	8	1	8
74	1412	-92	-12	0	11
75	1739	235	29	1	14
76	1295	-209	-26	-1	17
77	1792	288	36	1	6
78	1769	265	33	6	19
79	1192	-312	-39	0	15
80	2020	516	65	0	-3
81	1553	49	6	1	-4
82	1702	198	25	0	-2
83	1582	78	10	1	13
84	1726	222	28	0	16
85	1166	-338	-42	4	18
86	1553	49	6	0	-3
87	1745	241	30	1	2
88	1554	50	6	1	3
89	1371	-133	-17	1	17
90	1393	-111	-14	1	15
91	1713	209	26	0	7
92	2035	531	66	6	18
93	1392	-112	-14	5	25
94	1177	-327	-41	0	7
95	1870	366	46	2	14
96	1299	-205	-26	0	-7
97	2122	618	77	1	0
98	1354	-150	-19	1	9
99	1147	-357	-45	2	14
100	1884	380	48	1	6
101	1369	-135	-17	0	-3
102	1096	-408	-51	-2	19
103	1226	-278	-35	-1	12
104	1661	157	20	0	7
105	1448	-56	-7	1	10
