Trial	RT	Difference	sDifference	Direction	Confidence
67	1306	-198	-25	-8	9
68	1562	58	7	2	-9
69	1092	-412	-52	-8	-21
70	1724	220	28	5	-24
71	1200	-304	-38	-6	-15
72	1494	-10	-1	7	-17
73	1350	-154	-19	-7	0
74	1162	-342	-43	2	-25
75	1754	250	31	0	-14
76	1267	-237	-30	5	-12
77	1863	359	45	5	-26
78	1248	-256	-32	-6	-27
79	1349	-155	-19	0	-5
80	1429	-75	-9	0	-14
81	1467	-37	-5	-6	15
82	1475	-29	-4	-5	-16
83	1470	-34	-4	-4	6
84	1610	106	13	1	-21
85	1257	-247	-31	-7	11
86	1664	160	20	8	-14
87	1635	131	16	-5	7
88	1295	-209	-26	-9	15
89	1251	-253	-32	4	-28
90	1281	-223	-28	-4	-6
91	1749	245	31	4	-17
92	1810	306	38	5	4
93	1403	-101	-13	-3	-27
94	1828	324	41	-3	7
95	1235	-269	-34	-7	6
96	1532	28	4	5	12
97	1686	182	23	4	11
98	1049	-455	-57	-8	-15
99	1958	454	57	-6	-19
100	1384	-120	-15	4	-14
101	1278	-226	-28	8	9
102	1526	22	3	-4	9
103	1228	-276	-35	-3	-23
104	1636	132	17	-3	16
105	1241	-263	-33	-5	-19
106	1415	-89	-11	7	-14
107	1463	-41	-5	6	-18
108	1617	113	14	-11	11
109	1447	-57	-7	5	-22
110	1398	-106	-13	5	19
111	1570	66	8	-12	16
112	1332	-172	-22	6	16
113	1391	-113	-14	-5	-31
114	1703	199	25	4	-29
115	1298	-206	-26	-6	-12
116	1765	261	33	-3	-26
117	1846	342	43	9	-22
118	1336	-168	-21	-10	10
119	1544	40	5	7	-7
120	1246	-258	-32	-7	-22
121	1820	316	40	-11	-22
122	1171	-333	-42	-13	22
123	1102	-402	-50	3	-6
124	1400	-104	-13	7	-18
125	1543	39	5	-14	16
126	1399	-105	-13	5	-16
127	1331	-173	-22	6	-28
128	1825	321	40	-1	-20
129	1278	-226	-28	-5	5
130	1445	-59	-7	-9	-17
131	1869	365	46	-4	-16
132	1642	138	17	-5	11
133	2048	544	68	-12	-26
134	1027	-477	-60	7	-31
135	2057	553	69	-4	-16
136	1414	-90	-11	5	-21
137	1493	-11	-1	-17	-17
138	1405	-99	-12	-4	-11
139	1401	-103	-13	-9	17
140	1721	217	27	6	-27
141	1237	-267	-33	3	-21
142	2881	1377	125	30	29
143	620	-884	-111	-18	15
144	1615	111	14	-1	12
145	1558	54	7	4	4
146	1910	406	51	5	5
147	1375	-129	-16	-6	-27
148	2146	642	80	-9	-17
149	1161	-343	-43	7	-13
150	1716	212	27	2	-20
151	1875	371	46	7	7
152	1603	99	12	-5	15
153	1249	-255	-32	-5	9
154	1735	231	29	2	-11
155	1434	-70	-9	-7	8
156	1586	82	10	5	-7
157	1667	163	20	-4	-12
158	1859	355	44	9	-14
159	1235	-269	-34	5	-25
160	1283	-221	-28	-3	14
161	1889	385	48	3	-27
162	1334	-170	-21	9	-22
163	1439	-65	-8	-7	-17
164	1654	150	19	-11	7
165	1537	33	4	5	9
166	1884	380	48	3	-11
167	1220	-284	-36	-12	-19
168	1541	37	5	-5	-31
169	1386	-118	-15	-5	-30
170	1465	-39	-5	-8	12
171	1477	-27	-3	-10	27
172	1376	-128	-16	-10	20
173	1315	-189	-24	3	-13
174	1921	417	52	13	-27
175	1568	64	8	-10	13
176	920	-584	-73	4	9
177	1568	64	8	-10	24
178	1455	-49	-6	-9	18
179	1261	-243	-30	-2	5
180	1789	285	36	14	-11
181	553	-951	-119	-31	31
182	1501	-3	0	7	-29
183	1661	157	20	5	-31
184	1595	91	11	-10	7
185	1445	-59	-7	4	-31
186	1624	120	15	-7	-22
187	1477	-27	-3	-3	12
188	1533	29	4	-9	15
189	1311	-193	-24	6	-7
190	1684	180	23	-6	-20
191	1755	251	31	9	-11
192	1895	391	49	-7	-31
193	1952	448	56	-12	11
194	1506	2	0	6	-27
195	2159	655	82	3	-17
196	1409	-95	-12	-12	-27
197	1681	177	22	4	-6
198	1464	-40	-5	-7	-13
199	1642	138	17	-3	13
200	1527	23	3	6	-25
201	1677	173	22	7	-13
202	1953	449	56	5	-18
203	2023	519	65	-4	7
204	1585	81	10	-11	12
205	1311	-193	-24	3	-30
206	1969	465	58	-8	-19
207	1519	15	2	-10	-24
208	1490	-14	-2	-7	-14
209	1843	339	42	7	-18
210	1409	-95	-12	-7	-19
211	1660	156	20	4	-19
212	1254	-250	-31	-7	6
213	1364	-140	-18	4	-21
214	1432	-72	-9	-7	-30
215	1502	-2	0	5	27
216	1533	29	4	2	-21
217	1592	88	11	0	14
218	1520	16	2	-12	7
219	1712	208	26	-7	-16
220	1819	315	39	4	-21
221	1706	202	25	-8	-15
222	1703	199	25	3	-16
223	1534	30	4	-9	13
224	1440	-64	-8	-5	-17
225	1699	195	24	6	21
226	1730	226	28	7	17
227	1356	-148	-19	-6	-21
228	1680	176	22	-2	-21
229	1590	86	11	-11	-14
230	1332	-172	-22	-12	16
231	1396	-108	-14	-11	5
232	1578	74	9	-8	12
233	1577	73	9	11	-17
234	1362	-142	-18	-3	5
235	1333	-171	-21	-4	7
236	1662	158	20	-6	8
237	1834	330	41	4	27
238	1654	150	19	-8	9
239	1463	-41	-5	-14	-13
240	1799	295	37	-13	-6
241	1582	78	10	-14	-14
242	1300	-204	-26	4	-31
243	1475	-29	-4	5	-17
244	1459	-45	-6	2	-31
245	1641	137	17	4	11
246	1473	-31	-4	3	-20
247	1841	337	42	8	8
248	1303	-201	-25	3	-14
249	1645	141	18	-4	15
250	1479	-25	-3	8	-25
