Trial	RT	Difference	sDifference	Direction	Confidence

1	2099	595	74	-6	0
2	410	-1094	-125	1	-14
3	1003	-501	-63	-3	-5
4	1454	-50	-6	-3	1
5	965	-539	-67	-4	8
6	930	-574	-72	-11	10
7	1324	-180	-23	-4	15
8	1276	-228	-29	0	0
9	1567	63	8	-11	8
10	1198	-306	-38	-7	0
11	1191	-313	-39	-6	15
12	1347	-157	-20	0	18
13	1399	-105	-13	-2	16
14	1547	43	5	-8	28
15	1278	-226	-28	0	15
16	1829	325	41	1	7
17	1758	254	32	0	0
18	2284	780	98	11	0
19	65	-1439	-125	-31	24
20	1263	-241	-30	-7	5
21	2329	825	103	5	-3
22	2463	959	120	6	10
23	1392	-112	-14	7	-8
24	1898	394	49	-2	11
25	1623	119	15	6	12
26	1409	-95	-12	-2	5
27	1433	-71	-9	-5	10
28	1600	96	12	0	16
29	1599	95	12	2	20
30	1644	140	18	3	22
31	1541	37	5	-2	18
32	1703	199	25	0	30
33	1448	-56	-7	1	30
34	1536	32	4	-2	29
35	1940	436	55	-1	15
36	1725	221	28	2	0
37	1227	-277	-35	-5	-6
38	1463	-41	-5	-7	18
39	806	-698	-87	-5	8
40	1719	215	27	9	-8
41	1809	305	38	3	11
42	1641	137	17	-2	8
43	1743	239	30	14	8
44	1516	12	2	-4	0
45	1462	-42	-5	0	0
46	1291	-213	-27	0	30
47	1252	-252	-32	0	-11
48	1630	126	16	0	11
49	1876	372	47	-1	13
50	1032	-472	-59	2	-20
51	1550	46	6	-19	-28
52	1143	-361	-45	0	-31
53	1553	49	6	-3	-11
54	1661	157	20	0	0
55	1344	-160	-20	-1	-6
56	1448	-56	-7	-2	0
57	1492	-12	-2	-5	5
58	1706	202	25	-1	-4
59	1506	2	0	3	0
60	1466	-38	-5	0	-17
61	1369	-135	-17	0	19
62	966	-538	-67	-4	28
63	516	-988	-124	-20	-10
64	1056	-448	-56	-7	0
65	1526	22	3	0	0
66	1491	-13	-2	0	11
67	1030	-474	-59	6	24
68	1421	-83	-10	0	-15
69	1406	-98	-12	-10	11
70	1012	-492	-62	13	-30
71	651	-853	-107	-11	0
72	1655	151	19	-4	-8
73	1598	94	12	0	6
