Trial	RT	Difference	sDifference	Direction	Confidence

1	898	-606	-76	-6	6
2	1141	-363	-45	-3	3
3	1977	473	59	-3	28
4	1056	-448	-56	-4	4
5	1366	-138	-17	-6	22
6	1081	-423	-53	-2	23
7	979	-525	-66	-6	11
8	1277	-227	-28	-2	5
9	1427	-77	-10	-7	12
10	1303	-201	-25	-3	31
11	1479	-25	-3	-1	31
12	1327	-177	-22	-3	30
13	1588	84	11	-2	31
14	1422	-82	-10	-1	31
15	1286	-218	-27	-2	30
16	1485	-19	-2	-2	31
17	1202	-302	-38	-13	31
18	1563	59	7	-1	31
19	1392	-112	-14	-1	30
20	1937	433	54	0	30
21	2060	556	70	-4	14
22	631	-873	-109	9	8
23	1444	-60	-8	-1	2
24	1139	-365	-46	-2	12
25	1416	-88	-11	-4	15
26	1475	-29	-4	-1	30
27	1539	35	4	0	26
28	1258	-246	-31	1	31
29	1508	4	1	1	30
30	1378	-126	-16	-3	30
31	1286	-218	-27	-2	29
32	1560	56	7	0	15
33	2080	576	72	3	28
34	1489	-15	-2	2	19
35	1877	373	47	1	31
36	1452	-52	-7	-1	29
37	1827	323	40	0	12
38	1500	-4	-1	2	28
39	1550	46	6	0	14
40	1306	-198	-25	1	28
41	1421	-83	-10	3	26
42	1775	271	34	1	29
43	1792	288	36	0	0
44	1859	355	44	-1	12
45	1517	13	2	3	20
46	1152	-352	-44	-1	27
47	1356	-148	-19	30	31
48	1830	326	41	-2	30
49	1652	148	19	0	31
50	1556	52	7	2	30
51	1429	-75	-9	0	0
52	1182	-322	-40	1	18
53	1461	-43	-5	-2	11
54	1468	-36	-5	0	3
55	1518	14	2	3	28
56	1206	-298	-37	0	2
57	1292	-212	-27	-3	21
58	1316	-188	-24	6	-1
59	1642	138	17	-4	5
60	1455	-49	-6	-2	16
61	1210	-294	-37	0	3
62	1347	-157	-20	-2	10
63	1320	-184	-23	-3	14
64	950	-554	-69	-7	30
65	1894	390	49	4	29
66	1313	-191	-24	-1	3
67	1239	-265	-33	-3	13
68	1204	-300	-38	-4	27
69	1775	271	34	2	31
70	1337	-167	-21	0	1
71	1600	96	12	2	-6
72	1869	365	46	7	31
73	1694	190	24	2	31
74	1091	-413	-52	0	4
75	1704	200	25	-2	10
76	1549	45	6	-2	19
77	1574	70	9	-3	14
78	1640	136	17	-2	15
79	1157	-347	-43	-2	27
80	1142	-362	-45	-2	30
81	1248	-256	-32	-3	30
82	1459	-45	-6	-4	24
83	1182	-322	-40	-1	30
84	1600	96	12	5	26
85	1384	-120	-15	-7	31
86	1251	-253	-32	-3	20
87	685	-819	-102	-4	7
88	1461	-43	-5	-6	10
89	1338	-166	-21	0	5
90	1164	-340	-43	-3	30
91	1288	-216	-27	-6	30
92	1609	105	13	-5	28
93	2019	515	64	6	29
94	1380	-124	-16	0	14
95	1505	1	0	4	28
96	1476	-28	-4	0	20
97	1378	-126	-16	0	19
98	1137	-367	-46	0	21
99	1485	-19	-2	-3	17
100	1733	229	29	2	22
101	1505	1	0	-2	14
102	1344	-160	-20	0	6
103	1429	-75	-9	-1	12
104	1205	-299	-37	0	5
105	1279	-225	-28	0	7
106	2030	526	66	2	30
107	1583	79	10	22	11
108	1474	-30	-4	7	18
109	1610	106	13	12	7
110	1138	-366	-46	-3	26
111	1694	190	24	-5	20
112	1267	-237	-30	0	6
113	1128	-376	-47	-2	16
114	1494	-10	-1	-3	8
115	1350	-154	-19	-1	6
116	1283	-221	-28	0	24
117	1408	-96	-12	-2	10
118	1548	44	6	1	14
119	1796	292	37	2	9
120	1790	286	36	-2	15
121	1172	-332	-42	-5	20
122	1294	-210	-26	-8	28
123	1437	-67	-8	-9	30
124	1226	-278	-35	-5	25
125	1741	237	30	2	31
126	1775	271	34	-5	30
127	1687	183	23	-3	26
128	1757	253	32	2	12
129	1347	-157	-20	0	3
130	1330	-174	-22	-4	16
131	1628	124	16	-3	28
132	1076	-428	-54	0	11
133	1559	55	7	0	6
134	1550	46	6	-3	10
135	1282	-222	-28	-2	9
136	1332	-172	-22	-2	31
137	1344	-160	-20	-6	26
138	1574	70	9	-7	21
139	1776	272	34	1	11
140	928	-576	-72	-3	9
141	1635	131	16	-5	19
142	1349	-155	-19	-3	8
143	1277	-227	-28	0	6
144	1553	49	6	-2	23
145	1224	-280	-35	-3	17
146	1324	-180	-23	0	12
147	1470	-34	-4	0	12
148	1434	-70	-9	0	16
149	1869	365	46	3	23
150	1805	301	38	-4	26
151	1471	-33	-4	0	7
152	1732	228	29	-1	6
