Trial	RT	Difference	sDifference	Direction	Confidence

1	2474	970	121	-5	-19
2	1004	-500	-63	1	-5
3	4621	3117	125	-1	-14
4	170	-1334	-125	0	-24
5	2771	1267	125	-5	-6
6	4295	2791	125	6	-7
7	1103	-401	-50	7	-11
8	1092	-412	-52	-11	-9
9	2597	1093	125	-3	6
10	661	-843	-105	-22	6
11	2238	734	92	3	-5
12	1609	105	13	-5	6
13	1546	42	5	2	20
14	1640	136	17	2	26
15	1488	-16	-2	0	30
16	1281	-223	-28	0	31
17	1594	90	11	3	25
18	1397	-107	-13	2	30
19	1400	-104	-13	-3	30
20	1208	-296	-37	-1	29
21	928	-576	-72	-5	23
22	1866	362	45	-4	25
23	1054	-450	-56	-4	8
24	1681	177	22	-3	14
25	1085	-419	-52	-5	22
26	2006	502	63	-4	16
27	1309	-195	-24	5	-7
28	478	-1026	-125	-18	12
29	1418	-86	-11	-7	19
30	1249	-255	-32	-11	12
31	887	-617	-77	-8	12
32	1573	69	9	-6	15
33	1524	20	3	0	31
34	1446	-58	-7	0	30
35	1659	155	19	7	16
36	1509	5	1	0	30
37	1384	-120	-15	0	28
38	1355	-149	-19	0	26
39	1223	-281	-35	-2	22
40	1061	-443	-55	-11	23
41	1482	-22	-3	-12	16
42	1337	-167	-21	0	24
43	1275	-229	-29	-2	16
44	1714	210	26	-2	22
45	1603	99	12	4	21
46	1583	79	10	4	19
47	1161	-343	-43	-1	23
48	1127	-377	-47	-8	-3
49	1777	273	34	3	15
50	1232	-272	-34	-3	16
51	354	-1150	-125	-25	18
52	1832	328	41	4	18
53	1211	-293	-37	-7	9
54	1094	-410	-51	-4	18
55	1639	135	17	-1	4
56	1348	-156	-20	2	-4
57	1048	-456	-57	0	-12
58	853	-651	-81	-9	-17
59	1779	275	34	0	-24
60	1176	-328	-41	-7	-21
61	1033	-471	-59	-5	-7
62	1801	297	37	2	-5
63	1148	-356	-45	3	-8
64	1436	-68	-9	-4	-2
65	1282	-222	-28	0	-7
66	1641	137	17	0	19
67	1314	-190	-24	0	16
68	1308	-196	-25	0	17
69	1916	412	52	0	-4
70	1397	-107	-13	0	-6
71	1441	-63	-8	0	22
72	1226	-278	-35	0	23
73	1446	-58	-7	0	7
74	1480	-24	-3	0	21
75	1678	174	22	0	23
76	1303	-201	-25	0	21
77	1215	-289	-36	-3	11
78	1918	414	52	0	27
79	1302	-202	-25	0	12
80	1136	-368	-46	-5	17
81	1630	126	16	4	21
82	1929	425	53	0	27
83	1408	-96	-12	0	6
84	1366	-138	-17	12	13
85	1477	-27	-3	0	24
86	1383	-121	-15	0	25
87	1413	-91	-11	0	31
88	1457	-47	-6	0	26
89	1452	-52	-7	0	29
90	1627	123	15	0	31
91	1572	68	9	0	23
92	1177	-327	-41	7	6
93	978	-526	-66	-2	7
94	1507	3	0	0	13
95	1462	-42	-5	0	22
96	1002	-502	-63	0	25
97	1447	-57	-7	-3	23
98	1536	32	4	0	26
99	1595	91	11	0	25
100	1549	45	6	4	26
101	1212	-292	-37	0	31
102	1373	-131	-16	0	25
103	1082	-422	-53	3	21
104	1631	127	16	4	21
105	1623	119	15	0	25
106	1170	-334	-42	-3	16
107	1249	-255	-32	0	25
108	1223	-281	-35	0	23
109	1128	-376	-47	4	-11
110	1605	101	13	3	-12
111	1490	-14	-2	0	-6
112	1364	-140	-18	0	5
113	1165	-339	-42	0	21
114	1264	-240	-30	-2	-6
115	1659	155	19	5	9
116	1542	38	5	-3	4
117	863	-641	-80	-25	-5
118	1443	-61	-8	0	-9
119	1114	-390	-49	0	11
120	1340	-164	-21	0	18
121	1552	48	6	0	-4
122	1526	22	3	0	24
123	1387	-117	-15	-2	4
124	1456	-48	-6	0	31
125	1582	78	10	0	30
126	1338	-166	-21	0	23
127	1579	75	9	0	24
128	1733	229	29	0	31
129	1264	-240	-30	0	-3
130	1274	-230	-29	0	9
131	1230	-274	-34	0	-8
132	1455	-49	-6	2	-3
133	1727	223	28	0	19
134	1510	6	1	0	26
135	1342	-162	-20	0	31
136	1225	-279	-35	-2	17
137	1157	-347	-43	4	27
138	1432	-72	-9	0	23
139	1156	-348	-44	0	23
140	1292	-212	-27	0	22
141	1253	-251	-31	7	25
142	1416	-88	-11	5	8
143	1524	20	3	0	25
144	1965	461	58	0	26
145	1507	3	0	5	-12
146	1364	-140	-18	0	19
147	1572	68	9	0	25
148	1390	-114	-14	0	25
149	1265	-239	-30	0	24
150	1490	-14	-2	0	23
151	1575	71	9	0	26
152	1537	33	4	0	26
153	1590	86	11	0	22
154	1434	-70	-9	0	24
155	1801	297	37	0	30
156	1061	-443	-55	-2	16
157	1189	-315	-39	0	20
158	1345	-159	-20	0	19
159	1392	-112	-14	0	22
160	1491	-13	-2	0	29
161	1546	42	5	0	31
162	1435	-69	-9	0	30
163	1531	27	3	0	29
164	1689	185	23	0	31
165	1357	-147	-18	0	30
166	1203	-301	-38	0	25
167	1621	117	15	8	-4
168	1213	-291	-36	0	4
169	1363	-141	-18	0	12
170	1519	15	2	0	22
171	1382	-122	-15	2	19
172	1273	-231	-29	0	20
173	1669	165	21	0	20
174	1619	115	14	0	21
175	1587	83	10	3	22
176	1577	73	9	2	19
177	954	-550	-69	0	24
178	982	-522	-65	-6	-5
179	1679	175	22	0	20
180	1499	-5	-1	3	6
181	1235	-269	-34	0	30
182	1384	-120	-15	0	30
183	2135	631	79	0	27
184	1483	-21	-3	4	-3
185	1809	305	38	0	24
186	1312	-192	-24	0	15
187	1201	-303	-38	0	24
188	1298	-206	-26	6	-3
189	1771	267	33	-2	6
190	1022	-482	-60	0	16
191	1280	-224	-28	2	-11
192	1615	111	14	0	24
193	2269	765	96	0	19
194	1329	-175	-22	6	-9
195	1820	316	40	0	20
196	1431	-73	-9	3	3
197	1526	22	3	-5	-4
198	1310	-194	-24	0	22
199	1592	88	11	0	20
200	7592	6088	125	29	31
201	1223	-281	-35	9	16
202	1718	214	27	0	17
203	1888	384	48	0	9
204	1342	-162	-20	0	-6
205	1151	-353	-44	-6	7
206	1409	-95	-12	0	20
207	1587	83	10	0	16
208	1668	164	21	0	17
209	1575	71	9	0	7
210	1193	-311	-39	0	30
211	1577	73	9	0	12
212	1475	-29	-4	0	23
213	1491	-13	-2	0	22
214	1243	-261	-33	0	29
215	1598	94	12	0	31
216	1681	177	22	0	22
217	2042	538	67	0	26
218	1414	-90	-11	4	12
219	1724	220	28	0	-9
220	2036	532	67	9	12
221	2032	528	66	0	14
222	1604	100	13	0	16
223	1796	292	37	-4	9
224	1884	380	48	0	16
225	1824	320	40	5	-4
226	1892	388	49	5	15
227	1488	-16	-2	0	5
228	1702	198	25	0	28
229	1796	292	37	0	28
230	1961	457	57	0	23
231	1856	352	44	0	5
232	1358	-146	-18	0	30
233	1586	82	10	-2	7
234	1486	-18	-2	0	23
235	1560	56	7	0	30
236	1563	59	7	-4	0
237	425	-1079	-125	-30	30
238	1548	44	6	0	25
239	1659	155	19	0	19
240	1783	279	35	0	22
241	1939	435	54	0	22
242	1338	-166	-21	6	6
243	1635	131	16	0	17
244	1840	336	42	4	18
245	1522	18	2	0	24
246	1532	28	4	0	22
247	1653	149	19	0	25
248	1704	200	25	0	26
249	1764	260	33	0	18
250	1336	-168	-21	6	-8
