Trial	RT	Difference	sDifference	Direction	Confidence
193	1405	-99	-12	0	1
194	1481	-23	-3	0	5
195	1843	339	42	4	6
196	1470	-34	-4	0	0
197	1760	256	32	5	0
198	1596	92	12	0	0
199	1429	-75	-9	0	0
200	1466	-38	-5	-3	11
201	1321	-183	-23	0	-15
202	1657	153	19	0	-7
203	1397	-107	-13	-2	-2
204	1674	170	21	0	0
205	1613	109	14	0	0
206	1507	3	0	0	0
207	1508	4	1	0	7
208	1699	195	24	0	13
209	1592	88	11	3	5
210	1392	-112	-14	0	4
211	1385	-119	-15	0	0
212	1485	-19	-2	0	0
213	1591	87	11	0	0
214	1767	263	33	0	-4
215	1531	27	3	0	-6
216	1586	82	10	0	0
217	1523	19	2	0	-2
218	1548	44	6	0	0
219	1470	-34	-4	-2	-8
220	1508	4	1	-5	8
221	1489	-15	-2	0	0
222	1636	132	17	0	5
223	1643	139	17	0	-2
224	1452	-52	-7	5	4
225	1653	149	19	0	0
226	2124	620	78	0	-8
227	1984	480	60	0	-19
228	1629	125	16	8	12
229	1567	63	8	4	5
230	1884	380	48	6	13
231	1441	-63	-8	0	0
232	1516	12	2	-4	8
233	1399	-105	-13	0	0
234	1467	-37	-5	0	0
235	1413	-91	-11	0	0
236	1690	186	23	3	8
237	1591	87	11	0	-9
238	1387	-117	-15	0	-3
239	1371	-133	-17	-2	-4
240	1555	51	6	0	0
241	1689	185	23	0	0
242	1550	46	6	0	3
243	1634	130	16	0	0
244	1505	1	0	0	0
245	1422	-82	-10	0	3
246	1520	16	2	0	2
247	1623	119	15	0	5
248	1487	-17	-2	0	1
249	1682	178	22	0	0
250	1339	-165	-21	0	0
