Trial	RT	Difference	sDifference	Direction	Confidence

1	720	-784	-98	6	-20
2	1774	270	34	-8	-14
3	874	-630	-79	-4	-8
4	1354	-150	-19	7	-11
5	1094	-410	-51	-4	-8
6	1430	-74	-9	5	-6
7	1111	-393	-49	-4	4
8	1302	-202	-25	-6	5
9	1311	-193	-24	-5	6
10	1187	-317	-40	-2	13
11	1417	-87	-11	-2	8
12	1338	-166	-21	-2	13
13	1415	-89	-11	-4	15
14	1284	-220	-28	-2	19
15	1395	-109	-14	-4	12
16	1850	346	43	2	9
17	1155	-349	-44	11	14
18	1425	-79	-10	-3	-5
19	1266	-238	-30	-1	15
20	1260	-244	-31	-2	-1
21	1836	332	42	1	16
22	1166	-338	-42	-6	14
23	1292	-212	-27	3	15
24	1463	-41	-5	-4	-6
25	1348	-156	-20	-2	13
26	1620	116	15	4	12
27	1146	-358	-45	-2	10
28	1310	-194	-24	3	12
29	1343	-161	-20	-3	-3
30	1386	-118	-15	-3	5
31	1867	363	45	4	4
32	1378	-126	-16	3	7
33	1346	-158	-20	-1	-2
34	1331	-173	-22	7	-2
35	1162	-342	-43	6	-4
36	1369	-135	-17	-3	-9
37	1389	-115	-14	-7	12
38	1278	-226	-28	-4	15
39	1369	-135	-17	-3	14
40	1500	-4	-1	-5	15
41	1245	-259	-32	-2	16
42	1246	-258	-32	-5	12
43	1379	-125	-16	-3	13
44	1267	-237	-30	-2	16
45	1268	-236	-30	-1	16
46	1329	-175	-22	-1	14
47	1382	-122	-15	-1	16
48	1474	-30	-4	-1	20
49	1543	39	5	-1	20
50	1411	-93	-12	1	18
51	1645	141	18	16	-16
52	1192	-312	-39	3	-7
53	1633	129	16	3	-9
54	1706	202	25	2	-5
55	1528	24	3	-3	-4
56	1555	51	6	2	-8
57	1863	359	45	10	6
58	1560	56	7	3	-4
59	1624	120	15	-4	8
60	1549	45	6	2	12
61	1491	-13	-2	6	13
62	1642	138	17	3	17
63	1701	197	25	1	15
64	1640	136	17	3	17
65	1652	148	19	4	15
66	1738	234	29	1	17
67	1667	163	20	4	14
68	1674	170	21	6	19
69	1574	70	9	1	17
70	1508	4	1	2	24
71	1520	16	2	4	15
72	1697	193	24	1	21
73	1575	71	9	3	21
74	1541	37	5	3	18
75	1649	145	18	8	15
76	1485	-19	-2	3	18
77	1575	71	9	0	12
78	1567	63	8	1	16
79	1527	23	3	1	19
80	1521	17	2	1	20
81	1692	188	24	1	21
82	1623	119	15	2	21
83	1499	-5	-1	1	18
84	1557	53	7	1	20
85	1656	152	19	6	20
86	1487	-17	-2	4	22
87	1507	3	0	1	20
88	1531	27	3	1	21
89	1545	41	5	0	22
90	1532	28	4	2	16
91	1445	-59	-7	3	21
92	1623	119	15	3	22
93	1669	165	21	4	23
94	1467	-37	-5	1	20
95	1576	72	9	1	16
96	1533	29	4	4	18
97	1610	106	13	4	17
98	1701	197	25	3	18
99	1671	167	21	25	-4
100	1693	189	24	0	23
101	1558	54	7	13	-23
102	1397	-107	-13	6	-10
103	1604	100	13	5	-5
104	1499	-5	-1	-2	6
105	1303	-201	-25	2	11
106	1495	-9	-1	-3	-7
107	1380	-124	-16	-1	12
108	1470	-34	-4	-2	5
109	1605	101	13	-2	5
110	1338	-166	-21	0	1
