Trial	RT	Difference	sDifference	Direction	Confidence
191	1678	174	22	3	-16
192	1446	-58	-7	3	7
193	1675	171	21	0	10
194	1424	-80	-10	3	7
195	1705	201	25	3	-9
196	1698	194	24	0	8
197	1520	16	2	3	11
198	1634	130	16	6	20
199	1917	413	52	10	21
200	1775	271	34	8	23
201	1637	133	17	31	30
202	1091	-413	-52	2	10
203	1497	-7	-1	-6	-23
204	1088	-416	-52	8	-8
205	1429	-75	-9	3	-5
206	1284	-220	-28	3	8
207	1667	163	20	0	11
208	1573	69	9	0	13
209	1823	319	40	10	9
210	1430	-74	-9	3	7
211	1519	15	2	0	8
212	1301	-203	-25	4	17
213	1335	-169	-21	4	-16
214	1329	-175	-22	3	15
215	1715	211	26	0	6
216	1318	-186	-23	-3	-6
217	1408	-96	-12	0	7
218	1660	156	20	0	7
219	1629	125	16	0	5
220	1411	-93	-12	-2	15
221	1471	-33	-4	8	19
222	1582	78	10	3	-10
223	1456	-48	-6	9	-12
224	1575	71	9	4	9
225	1268	-236	-30	5	23
226	1550	46	6	0	5
227	1404	-100	-13	0	4
228	1607	103	13	4	-12
229	1630	126	16	7	21
230	1462	-42	-5	0	12
231	1507	3	0	0	18
232	1301	-203	-25	0	25
233	1496	-8	-1	-1	11
234	1610	106	13	8	20
235	1407	-97	-12	0	22
236	1556	52	7	10	-10
237	1501	-3	0	-3	5
238	1577	73	9	9	15
239	1534	30	4	0	17
240	1403	-101	-13	2	22
241	1511	7	1	0	9
242	1548	44	6	0	14
243	1630	126	16	0	22
244	1581	77	10	5	-7
245	1531	27	3	4	23
246	1507	3	0	8	15
247	1611	107	13	5	20
248	1530	26	3	4	14
249	1530	26	3	4	18
250	1435	-69	-9	6	-5
