Trial	RT	Difference	sDifference	Direction	Confidence
155	3212	1708	125	-15	29
156	2984	1480	125	-13	23
157	1671	167	21	-16	21
158	2684	1180	125	-8	31
159	3389	1885	125	0	0
160	3594	2090	125	-12	18
161	3305	1801	125	-12	15
162	2628	1124	125	-14	14
163	3268	1764	125	16	30
164	3416	1912	125	-11	16
165	2717	1213	125	-14	17
166	2434	930	116	-9	16
167	2675	1171	125	-14	15
168	2870	1366	125	-15	16
169	1235	-269	-34	-27	25
170	648	-856	-107	-29	28
171	1614	110	14	-21	31
172	1495	-9	-1	-23	29
173	1674	170	21	-24	29
174	714	-790	-99	-21	22
175	1011	-493	-62	-23	28
176	1128	-376	-47	-20	31
177	1523	19	2	-19	30
178	1933	429	54	-16	29
179	3828	2324	125	-15	28
180	2015	511	64	-15	15
181	753	-751	-94	-25	21
182	743	-761	-95	-22	31
183	1948	444	56	-16	30
184	1042	-462	-58	-15	18
185	1541	37	5	-19	27
186	2009	505	63	-14	25
187	1428	-76	-10	-22	29
188	1780	276	35	-23	30
189	976	-528	-66	-27	27
190	2619	1115	125	-15	18
191	734	-770	-96	-15	16
192	538	-966	-121	-24	16
193	1264	-240	-30	-15	15
194	2204	700	88	-14	15
195	2761	1257	125	-20	16
196	1738	234	29	-15	16
197	2173	669	84	-14	15
198	653	-851	-106	-14	30
199	543	-961	-120	-27	22
200	647	-857	-107	-15	16
201	1099	-405	-51	-16	15
202	2111	607	76	-13	19
203	1977	473	59	-13	-12
204	1212	-292	-37	-22	16
205	1039	-465	-58	-19	14
206	2768	1264	125	-10	21
207	1603	99	12	-15	16
208	2234	730	91	-14	16
209	2169	665	83	-14	25
210	2617	1113	125	16	-13
211	2248	744	93	-12	7
212	1963	459	57	16	28
213	2231	727	91	0	0
214	3365	1861	125	13	17
215	884	-620	-78	-23	29
216	1124	-380	-48	-9	24
217	1815	311	39	16	-21
218	2803	1299	125	6	-22
219	3358	1854	125	-18	14
220	2846	1342	125	-15	16
221	4781	3277	125	-15	16
222	3180	1676	125	-5	15
223	7464	5960	125	16	29
224	1433	-71	-9	-14	14
225	2493	989	124	14	29
226	1213	-291	-36	-22	28
227	376	-1128	-125	-28	30
228	4139	2635	125	-12	16
229	3413	1909	125	-15	16
230	2451	947	118	-13	17
231	2392	888	111	-14	15
232	3808	2304	125	-13	16
233	2629	1125	125	-16	15
234	2960	1456	125	-15	30
235	4001	2497	125	-8	23
236	2958	1454	125	-1	27
237	2226	722	90	-20	29
238	2777	1273	125	-13	27
239	1133	-371	-46	-21	16
240	2343	839	105	-14	15
241	3316	1812	125	-14	15
242	1855	351	44	-14	5
243	2116	612	77	-4	4
244	2866	1362	125	-24	23
245	1911	407	51	-15	15
246	3574	2070	125	-16	16
247	3260	1756	125	-14	-15
248	1096	-408	-51	-26	-15
249	1277	-227	-28	-21	-6
250	1763	259	32	-21	-3
