Trial	RT	Difference	sDifference	Direction	Confidence

1	1199	-305	-38	4	-28
2	2270	766	96	-4	-27
3	2664	1160	125	-11	-25
4	1846	342	43	27	-24
5	381	-1123	-125	-6	-14
6	1359	-145	-18	-9	-15
7	1504	0	0	-3	-12
8	1482	-22	-3	-2	13
9	1605	101	13	2	15
10	1252	-252	-32	-1	8
11	1540	36	5	-2	16
12	1759	255	32	3	16
13	1215	-289	-36	-2	14
14	1334	-170	-21	3	1
15	1444	-60	-8	-3	-2
16	1867	363	45	-1	4
17	1151	-353	-44	2	5
18	1904	400	50	10	5
19	1420	-84	-11	-3	12
20	1374	-130	-16	3	19
21	1203	-301	-38	-2	20
22	1265	-239	-30	3	21
23	1718	214	27	3	17
24	1606	102	13	7	3
25	1504	0	0	-1	15
26	1415	-89	-11	0	25
27	1353	-151	-19	-1	25
28	1344	-160	-20	-1	22
29	1458	-46	-6	3	10
30	1193	-311	-39	-2	6
31	1521	17	2	3	12
32	1338	-166	-21	-1	26
33	1641	137	17	2	25
34	1323	-181	-23	3	14
35	1318	-186	-23	3	22
36	1487	-17	-2	-3	20
37	1306	-198	-25	1	24
38	1383	-121	-15	-2	12
39	1435	-69	-9	-1	11
40	1370	-134	-17	1	23
41	1524	20	3	-1	24
42	1284	-220	-28	3	21
43	1444	-60	-8	0	24
44	1344	-160	-20	1	25
45	1665	161	20	0	31
46	1705	201	25	-1	26
47	1593	89	11	1	16
48	1451	-53	-7	2	15
49	1657	153	19	1	10
50	1221	-283	-35	0	10
51	1012	-492	-62	-5	-6
52	1598	94	12	2	-3
53	1523	19	2	-1	6
54	1096	-408	-51	0	26
55	1225	-279	-35	-3	17
56	1496	-8	-1	1	19
57	1351	-153	-19	0	31
58	1453	-51	-6	0	30
59	1900	396	50	3	24
60	1344	-160	-20	-1	19
61	1445	-59	-7	19	21
62	1308	-196	-25	-1	10
63	1465	-39	-5	-1	-2
64	1060	-444	-56	0	0
65	1965	461	58	13	17
66	1504	0	0	-3	9
67	1061	-443	-55	2	24
68	1484	-20	-3	-4	8
69	1036	-468	-59	0	30
70	857	-647	-81	0	8
71	1065	-439	-55	-8	6
72	1575	71	9	0	0
73	1441	-63	-8	0	20
74	1342	-162	-20	7	28
75	1194	-310	-39	0	20
76	1347	-157	-20	19	12
77	1147	-357	-45	-2	4
78	1371	-133	-17	14	12
79	1610	106	13	0	30
80	1397	-107	-13	0	29
81	1348	-156	-20	-2	26
82	1382	-122	-15	-2	7
83	1592	88	11	0	21
84	1447	-57	-7	0	13
85	1120	-384	-48	-2	22
86	1401	-103	-13	2	30
87	1560	56	7	20	7
88	1485	-19	-2	1	19
89	1262	-242	-30	0	31
90	1359	-145	-18	24	16
91	1495	-9	-1	3	21
92	955	-549	-69	1	29
93	1604	100	13	-4	16
94	1471	-33	-4	2	24
95	1314	-190	-24	25	30
96	1424	-80	-10	-1	12
97	1591	87	11	13	30
98	1099	-405	-51	3	31
99	1643	139	17	-2	9
100	1604	100	13	2	4
101	681	-823	-103	-5	6
102	1434	-70	-9	-3	7
103	1466	-38	-5	30	28
104	1739	235	29	0	29
105	1424	-80	-10	3	30
106	1467	-37	-5	2	30
107	1309	-195	-24	-3	30
108	1356	-148	-19	-1	29
109	1378	-126	-16	-1	31
110	1392	-112	-14	2	19
111	412	-1092	-125	-21	13
112	1136	-368	-46	4	27
113	1403	-101	-13	0	19
114	1459	-45	-6	1	14
115	1394	-110	-14	2	31
116	1484	-20	-3	0	28
117	1479	-25	-3	0	28
118	1435	-69	-9	0	31
119	1414	-90	-11	-1	31
120	1367	-137	-17	0	18
121	1464	-40	-5	0	19
122	998	-506	-63	-1	19
123	1638	134	17	29	1
124	1457	-47	-6	2	31
125	1343	-161	-20	0	30
126	1036	-468	-59	2	26
127	1342	-162	-20	2	31
128	1523	19	2	-2	31
129	1269	-235	-29	-2	27
130	1543	39	5	3	31
131	1087	-417	-52	0	30
132	1418	-86	-11	0	30
133	1557	53	7	0	28
134	1401	-103	-13	0	30
135	1319	-185	-23	-1	31
136	1551	47	6	0	28
137	1556	52	7	0	31
138	1337	-167	-21	0	31
139	1113	-391	-49	-1	27
140	1554	50	6	1	30
141	1530	26	3	0	30
142	1350	-154	-19	2	30
143	1412	-92	-12	0	29
144	1557	53	7	-1	18
145	1627	123	15	0	28
146	1604	100	13	0	25
147	903	-601	-75	1	25
148	1463	-41	-5	-2	24
149	1055	-449	-56	0	25
150	623	-881	-110	1	22
151	669	-835	-104	-2	10
152	1509	5	1	-11	7
153	1417	-87	-11	0	27
154	1700	196	25	0	22
155	1395	-109	-14	2	24
156	1334	-170	-21	0	31
157	1607	103	13	-2	31
158	1459	-45	-6	0	7
159	1157	-347	-43	0	10
160	1118	-386	-48	0	11
161	1354	-150	-19	0	7
162	1347	-157	-20	-3	3
163	1312	-192	-24	0	-3
164	901	-603	-75	-4	8
165	1390	-114	-14	0	16
166	1512	8	1	0	24
167	1277	-227	-28	0	21
168	1327	-177	-22	0	15
169	1501	-3	0	0	9
170	1332	-172	-22	0	25
171	1835	331	41	2	22
172	1509	5	1	2	15
173	857	-647	-81	-2	15
174	1459	-45	-6	-4	1
175	855	-649	-81	-3	8
176	1483	-21	-3	0	17
177	1617	113	14	0	25
178	1862	358	45	1	28
179	1586	82	10	1	31
180	1500	-4	-1	-2	30
181	1516	12	2	2	29
182	1520	16	2	0	31
183	1597	93	12	0	29
184	1452	-52	-7	0	31
185	1243	-261	-33	0	30
186	1279	-225	-28	0	30
187	1357	-147	-18	0	30
188	1387	-117	-15	18	-13
189	1561	57	7	0	25
190	1467	-37	-5	0	27
191	1232	-272	-34	0	18
192	1422	-82	-10	0	22
193	1486	-18	-2	0	21
194	1122	-382	-48	0	26
195	1581	77	10	1	31
196	1474	-30	-4	2	27
197	1378	-126	-16	0	12
198	1442	-62	-8	-1	20
199	1558	54	7	0	14
200	1340	-164	-21	-7	20
201	1446	-58	-7	3	29
202	1172	-332	-42	-3	31
203	1560	56	7	0	22
204	1449	-55	-7	-5	6
205	1258	-246	-31	-1	20
206	1543	39	5	-2	-7
207	1408	-96	-12	0	19
208	1841	337	42	1	0
209	1918	414	52	7	17
210	1455	-49	-6	0	18
211	1208	-296	-37	0	31
212	1232	-272	-34	-5	25
213	1407	-97	-12	23	-18
214	1838	334	42	0	23
215	1495	-9	-1	0	21
216	1524	20	3	0	28
217	1317	-187	-23	0	30
218	1233	-271	-34	0	31
219	1385	-119	-15	0	16
220	1291	-213	-27	0	22
221	1711	207	26	0	24
222	1370	-134	-17	0	20
223	1495	-9	-1	0	18
224	1752	248	31	0	25
225	1405	-99	-12	0	30
226	1360	-144	-18	0	31
227	1666	162	20	0	30
228	1680	176	22	0	28
229	1768	264	33	0	30
230	1381	-123	-15	0	18
231	1439	-65	-8	0	19
232	1492	-12	-2	0	20
233	1593	89	11	0	31
234	1564	60	8	0	29
235	1412	-92	-12	0	31
236	1561	57	7	0	31
237	1342	-162	-20	-1	28
238	1500	-4	-1	0	31
239	1557	53	7	3	30
240	1344	-160	-20	-1	17
241	1482	-22	-3	2	5
242	1549	45	6	-1	15
243	1319	-185	-23	12	12
244	1665	161	20	0	16
245	1505	1	0	0	11
246	1335	-169	-21	0	16
247	1574	70	9	0	26
248	1389	-115	-14	18	-19
249	1590	86	11	0	9
250	1664	160	20	5	10
