Trial	RT	Difference	sDifference	Direction	Confidence

1	1205	-299	-37	0	-21
2	1133	-371	-46	-4	-14
3	1339	-165	-21	-7	-7
4	1522	18	2	-4	-4
5	1343	-161	-20	1	-4
6	1469	-35	-4	-1	-3
7	1512	8	1	0	0
8	1473	-31	-4	0	2
9	1505	1	0	0	1
10	1470	-34	-4	0	3
11	1584	80	10	-2	-2
12	995	-509	-64	-3	0
13	1499	-5	-1	0	-3
14	1537	33	4	0	1
15	1462	-42	-5	0	2
16	1378	-126	-16	0	3
17	1657	153	19	-2	-5
18	1307	-197	-25	0	-2
19	1242	-262	-33	-2	-5
20	1640	136	17	0	2
21	1265	-239	-30	-1	-11
22	1359	-145	-18	0	-15
23	1646	142	18	1	0
24	1456	-48	-6	1	-15
25	1306	-198	-25	0	0
26	1272	-232	-29	-1	-9
27	1503	-1	0	0	-8
28	1365	-139	-17	0	-1
29	1529	25	3	0	-2
30	1537	33	4	0	1
31	1543	39	5	0	2
32	1531	27	3	0	1
33	1503	-1	0	-2	2
34	1347	-157	-20	1	0
35	1470	-34	-4	-3	-6
36	1485	-19	-2	0	4
37	1491	-13	-2	0	8
38	1551	47	6	0	9
39	1375	-129	-16	1	5
40	1424	-80	-10	-5	-3
41	1408	-96	-12	0	-5
42	1303	-201	-25	-1	2
43	1705	201	25	-2	-3
44	1421	-83	-10	0	-11
45	1366	-138	-17	-2	-5
46	1563	59	7	0	-2
47	1275	-229	-29	-1	2
48	1682	178	22	0	1
49	1470	-34	-4	-3	0
50	1410	-94	-12	0	1
51	1738	234	29	0	-3
52	1363	-141	-18	-3	-3
53	1525	21	3	0	-3
54	1453	-51	-6	0	0
55	1860	356	45	0	-4
56	1379	-125	-16	0	0
57	1649	145	18	0	-4
58	1362	-142	-18	-1	4
59	1327	-177	-22	0	1
60	1544	40	5	4	4
61	1541	37	5	2	3
62	1348	-156	-20	0	3
63	2010	506	63	0	-3
64	1248	-256	-32	-2	-8
65	1558	54	7	0	-8
66	1468	-36	-5	0	-15
67	1374	-130	-16	0	4
68	1304	-200	-25	-3	-15
69	1518	14	2	0	-16
70	1375	-129	-16	0	5
71	1868	364	46	1	4
72	1481	-23	-3	0	0
73	1403	-101	-13	0	5
74	1495	-9	-1	0	2
75	1399	-105	-13	0	11
76	1481	-23	-3	0	2
77	1721	217	27	0	2
78	1464	-40	-5	0	-6
79	1501	-3	0	0	7
80	1348	-156	-20	0	7
81	1572	68	9	0	4
82	1543	39	5	-2	-8
83	1377	-127	-16	0	-2
84	1374	-130	-16	0	-6
85	1328	-176	-22	-3	-6
86	1409	-95	-12	-2	-6
87	1610	106	13	0	3
88	1270	-234	-29	0	1
89	1710	206	26	0	-26
90	1289	-215	-27	-3	-11
91	1643	139	17	1	-6
92	1224	-280	-35	-4	-7
93	1578	74	9	0	0
94	1506	2	0	0	-1
95	1346	-158	-20	-2	-2
96	1495	-9	-1	-2	-6
97	1351	-153	-19	0	4
98	1599	95	12	0	2
99	1341	-163	-20	0	4
100	1600	96	12	-2	0
101	1498	-6	-1	-13	-15
102	1461	-43	-5	-5	2
103	1183	-321	-40	0	5
104	1218	-286	-36	-3	-5
105	1515	11	1	-2	3
106	1285	-219	-27	-5	-4
107	1415	-89	-11	-4	2
108	1474	-30	-4	0	0
109	1441	-63	-8	0	2
110	1713	209	26	0	5
111	1250	-254	-32	0	7
112	1421	-83	-10	0	-7
113	1713	209	26	0	-3
114	1336	-168	-21	-4	-4
115	1508	4	1	0	1
116	1410	-94	-12	-2	-4
117	1431	-73	-9	0	3
118	1663	159	20	-4	-15
