Trial	RT	Difference	sDifference	Direction	Confidence

1	1117	-387	-48	0	-24
2	1811	307	38	0	-30
3	1403	-101	-13	-13	4
4	1386	-118	-15	-8	14
5	1572	68	9	0	-13
6	1344	-160	-20	-11	15
7	1592	88	11	-6	-19
8	1386	-118	-15	0	-19
9	1493	-11	-1	-3	-10
10	1419	-85	-11	0	-6
11	1607	103	13	-7	4
12	1433	-71	-9	-8	-19
13	1433	-71	-9	-7	8
14	1422	-82	-10	0	-22
15	1564	60	8	-1	6
16	1404	-100	-13	0	7
17	1460	-44	-6	-2	-11
18	1298	-206	-26	-2	8
19	1602	98	12	6	18
20	1361	-143	-18	0	6
21	1496	-8	-1	0	3
22	1317	-187	-23	0	8
23	1465	-39	-5	0	8
24	1447	-57	-7	-1	6
25	1524	20	3	0	9
26	1476	-28	-4	0	11
27	1570	66	8	0	5
28	1732	228	29	3	7
29	1504	0	0	0	-4
30	1564	60	8	0	4
31	1528	24	3	0	8
32	1591	87	11	1	-15
33	1615	111	14	0	13
34	1548	44	6	0	8
35	1539	35	4	2	0
36	1533	29	4	0	11
37	1537	33	4	0	-15
38	1502	-2	0	0	11
39	1449	-55	-7	0	3
40	1408	-96	-12	0	11
41	1567	63	8	0	10
42	1546	42	5	2	10
43	1445	-59	-7	0	18
44	1436	-68	-9	-1	10
45	1567	63	8	0	11
46	1438	-66	-8	0	5
47	1442	-62	-8	1	9
48	1426	-78	-10	0	14
49	1388	-116	-15	0	1
50	1452	-52	-7	0	7
51	941	-563	-70	-8	14
52	1521	17	2	-1	-15
53	1546	42	5	0	-3
54	1492	-12	-2	0	5
55	1655	151	19	0	3
56	1679	175	22	0	-4
57	1557	53	7	0	-9
58	1510	6	1	0	8
59	1535	31	4	0	5
60	1544	40	5	0	-3
61	1625	121	15	0	8
62	1328	-176	-22	-2	7
63	1405	-99	-12	-2	15
64	1490	-14	-2	1	11
65	1583	79	10	0	9
66	1423	-81	-10	0	8
67	1389	-115	-14	0	-12
68	1523	19	2	0	-15
69	1581	77	10	-8	12
70	1544	40	5	-2	11
71	1605	101	13	0	-8
72	1617	113	14	-3	-13
73	1490	-14	-2	0	8
74	1667	163	20	0	10
75	1576	72	9	0	-8
76	1398	-106	-13	-3	10
77	1634	130	16	2	7
78	1519	15	2	0	8
79	1587	83	10	0	6
80	1480	-24	-3	-2	8
81	1368	-136	-17	-1	17
82	1529	25	3	0	17
83	1567	63	8	0	7
84	1806	302	38	-7	9
85	1637	133	17	0	-7
86	1697	193	24	0	0
87	1647	143	18	1	-11
88	1563	59	7	2	6
89	1629	125	16	0	8
90	1410	-94	-12	-1	-16
91	1448	-56	-7	0	13
92	1579	75	9	-2	12
93	1541	37	5	1	9
94	1432	-72	-9	0	-8
95	1614	110	14	0	-9
96	1639	135	17	6	13
97	1452	-52	-7	0	7
98	1372	-132	-17	-3	8
99	1339	-165	-21	0	-4
100	1680	176	22	2	13
101	1138	-366	-46	11	9
102	1744	240	30	0	15
103	1599	95	12	-6	6
104	1564	60	8	0	7
105	1556	52	7	2	-23
106	1433	-71	-9	0	-18
107	1707	203	25	0	-15
108	1678	174	22	0	11
109	1644	140	18	-3	-13
110	1749	245	31	0	-17
111	1484	-20	-3	-6	8
112	1503	-1	0	-3	13
113	1622	118	15	-3	14
114	1649	145	18	1	13
115	1614	110	14	-1	-11
116	1730	226	28	3	12
117	1503	-1	0	3	-14
118	1689	185	23	-2	15
119	1728	224	28	3	15
120	1560	56	7	-4	15
121	1558	54	7	0	-17
122	1411	-93	-12	-8	-17
123	1398	-106	-13	-3	9
124	1572	68	9	-2	13
125	1693	189	24	0	7
126	1791	287	36	3	-16
127	1780	276	35	0	12
128	1802	298	37	0	-15
129	1708	204	26	-3	-14
130	1588	84	11	-5	-25
131	1727	223	28	-3	16
132	1707	203	25	-5	-6
133	1551	47	6	-3	11
134	1417	-87	-11	-3	14
135	1334	-170	-21	-5	22
136	1480	-24	-3	0	9
137	1270	-234	-29	0	6
138	1560	56	7	-2	12
139	1288	-216	-27	-2	12
140	1433	-71	-9	0	7
141	1420	-84	-11	0	11
142	1473	-31	-4	5	-19
143	1335	-169	-21	0	16
144	1488	-16	-2	-1	8
145	1398	-106	-13	0	-11
146	1473	-31	-4	4	-14
147	1584	80	10	-2	-12
148	1477	-27	-3	-2	10
149	1834	330	41	-4	19
150	1597	93	12	-2	10
151	1666	162	20	5	-16
152	1499	-5	-1	-3	-15
153	1601	97	12	0	6
154	1700	196	25	6	-12
155	1453	-51	-6	0	-9
156	1566	62	8	0	-8
157	1398	-106	-13	0	-15
158	1471	-33	-4	1	-10
159	1724	220	28	0	-12
160	1529	25	3	0	2
161	1671	167	21	0	-3
162	1580	76	10	-2	-16
163	1509	5	1	0	7
164	1652	148	19	0	5
165	1373	-131	-16	-5	-8
166	1317	-187	-23	-2	13
167	1456	-48	-6	0	7
168	1437	-67	-8	0	12
169	1786	282	35	-3	9
170	1413	-91	-11	0	-13
171	1485	-19	-2	3	15
172	1572	68	9	-3	-18
173	1785	281	35	2	-13
174	1668	164	21	4	-16
175	1728	224	28	0	-19
176	1696	192	24	2	7
177	1491	-13	-2	-1	13
178	1320	-184	-23	0	8
179	1468	-36	-5	0	11
180	1532	28	4	-1	8
181	1440	-64	-8	-1	11
182	1659	155	19	0	10
183	1705	201	25	0	8
184	1600	96	12	2	9
185	1628	124	16	0	8
186	1562	58	7	-3	12
187	1627	123	15	0	6
188	1643	139	17	3	9
189	1535	31	4	-3	8
190	1276	-228	-29	-5	12
191	1544	40	5	0	5
192	1368	-136	-17	-1	12
193	1492	-12	-2	0	15
194	1411	-93	-12	-3	17
195	1485	-19	-2	0	12
196	1388	-116	-15	0	5
197	1486	-18	-2	0	10
198	1473	-31	-4	-3	12
199	1442	-62	-8	0	10
200	1611	107	13	-4	16
201	1178	-326	-41	-4	21
202	1536	32	4	0	9
203	1534	30	4	0	13
204	1653	149	19	0	12
205	1651	147	18	-1	9
206	1532	28	4	-2	11
207	1543	39	5	-2	2
208	1620	116	15	-1	-2
209	1239	-265	-33	-7	11
210	1359	-145	-18	-2	-8
211	1519	15	2	-7	9
212	1388	-116	-15	0	7
213	1588	84	11	3	8
214	1201	-303	-38	-2	9
215	1393	-111	-14	0	2
216	1480	-24	-3	0	3
217	1505	1	0	0	6
218	1581	77	10	2	10
219	1563	59	7	0	4
220	1505	1	0	-5	-11
221	1571	67	8	0	-14
222	1372	-132	-17	0	-9
223	1523	19	2	0	9
224	1539	35	4	0	16
225	1661	157	20	-1	6
226	1564	60	8	-2	8
227	1480	-24	-3	0	3
228	1464	-40	-5	0	-7
229	1610	106	13	-4	11
230	1537	33	4	0	-6
231	1488	-16	-2	0	-6
232	1598	94	12	0	6
233	1491	-13	-2	0	2
234	1510	6	1	0	3
235	1545	41	5	0	3
236	1584	80	10	0	0
237	1779	275	34	0	-5
238	1504	0	0	-3	9
239	1341	-163	-20	-1	3
240	1479	-25	-3	0	6
241	1431	-73	-9	-1	14
242	1539	35	4	0	7
243	1519	15	2	-2	9
244	1173	-331	-41	-1	6
245	1791	287	36	-5	6
246	1497	-7	-1	0	-8
247	1517	13	2	0	-3
248	1659	155	19	0	2
249	1565	61	8	0	6
250	1603	99	12	0	6
