Trial	RT	Difference	sDifference	Direction	Confidence

1	1476	-28	-4	1	-2
2	1236	-268	-34	0	-2
3	1123	-381	-48	-3	-2
4	1832	328	41	-2	-4
5	1518	14	2	-2	-3
6	1689	185	23	-5	-4
7	1671	167	21	-1	-2
8	1357	-147	-18	-3	-4
9	1685	181	23	-4	-6
10	1635	131	16	-3	-6
11	1871	367	46	-3	-4
12	1394	-110	-14	-3	-14
13	1389	-115	-14	-4	-6
14	1825	321	40	-6	-4
15	1604	100	13	-4	-11
16	1679	175	22	-6	-8
17	1260	-244	-31	-7	-14
18	1589	85	11	-7	-12
19	1614	110	14	6	-4
20	1995	491	61	-3	-5
21	1467	-37	-5	6	-7
22	1751	247	31	-2	-2
23	1472	-32	-4	1	-10
24	1451	-53	-7	-2	-2
25	1542	38	5	-3	2
26	1853	349	44	1	-1
27	1584	80	10	2	-3
28	1533	29	4	8	-3
29	1722	218	27	-2	1
30	1871	367	46	12	-2
31	1716	212	27	6	-1
32	1718	214	27	-2	-3
33	1781	277	35	4	-3
34	1561	57	7	4	-5
35	1539	35	4	-3	6
36	1733	229	29	0	11
37	1848	344	43	-9	-3
38	1830	326	41	11	9
39	1631	127	16	0	8
40	1595	91	11	-2	4
41	1765	261	33	7	5
42	1518	14	2	2	4
43	1661	157	20	0	12
44	1488	-16	-2	0	12
45	2327	823	103	4	8
46	1990	486	61	3	12
47	1709	205	26	7	7
48	1667	163	20	0	3
49	1731	227	28	0	8
50	1536	32	4	0	7
51	1637	133	17	-6	-6
52	1768	264	33	5	6
53	1471	-33	-4	3	-3
54	1220	-284	-36	0	5
55	1690	186	23	0	7
56	1555	51	6	3	-4
57	1585	81	10	3	-2
58	1301	-203	-25	0	10
59	1654	150	19	0	7
60	1914	410	51	5	3
61	1240	-264	-33	3	5
62	1734	230	29	4	4
63	2053	549	69	5	-2
64	1560	56	7	19	-16
65	1655	151	19	0	-6
66	2388	884	111	8	-13
67	1118	-386	-48	-2	-7
68	1916	412	52	3	-4
69	1420	-84	-11	20	-20
70	2333	829	104	-4	-3
71	1574	70	9	17	12
72	1850	346	43	8	5
73	1635	131	16	6	3
74	1188	-316	-40	0	16
75	1615	111	14	0	8
76	1477	-27	-3	-4	7
77	1258	-246	-31	0	20
78	1651	147	18	0	6
79	1407	-97	-12	0	12
80	1560	56	7	2	-5
81	1673	169	21	4	8
82	1371	-133	-17	4	2
83	1563	59	7	0	16
84	1210	-294	-37	1	14
85	1582	78	10	0	7
86	1571	67	8	4	8
87	1619	115	14	2	6
88	1328	-176	-22	4	6
89	1617	113	14	3	3
90	1486	-18	-2	3	2
91	1671	167	21	0	12
92	1503	-1	0	3	12
93	1780	276	35	4	12
