Trial	RT	Difference	sDifference	Direction	Confidence
71	1178	-326	-41	1	-1
72	1384	-120	-15	3	3
73	1223	-281	-35	0	0
74	1623	119	15	0	0
75	1411	-93	-12	-2	-2
76	1500	-4	-1	0	2
77	1671	167	21	-2	-1
78	1850	346	43	1	-2
79	1485	-19	-2	0	0
80	1647	143	18	0	0
81	1787	283	35	2	2
82	1226	-278	-35	-3	2
83	1533	29	4	-1	0
84	1538	34	4	2	0
85	1475	-29	-4	0	-3
86	1401	-103	-13	0	0
87	1505	1	0	1	2
88	1883	379	47	1	1
89	1564	60	8	-1	-2
90	2155	651	81	7	8
91	1390	-114	-14	-8	3
92	1513	9	1	1	2
93	1319	-185	-23	0	0
94	1402	-102	-13	0	3
95	1969	465	58	0	-1
96	1769	265	33	4	2
97	1542	38	5	2	2
98	1382	-122	-15	-1	1
99	1676	172	22	3	3
100	1236	-268	-34	-3	3
101	1180	-324	-41	-2	2
102	1241	-263	-33	1	1
103	1507	3	0	2	3
104	1380	-124	-16	0	0
105	1647	143	18	0	0
106	1376	-128	-16	-2	0
107	1180	-324	-41	0	0
108	1658	154	19	0	0
109	1533	29	4	0	0
110	1593	89	11	1	-1
111	1422	-82	-10	0	0
112	1319	-185	-23	1	-2
113	1608	104	13	0	0
114	1417	-87	-11	0	0
115	1288	-216	-27	1	-2
116	1526	22	3	-3	-1
117	1491	-13	-2	0	0
118	1709	205	26	0	0
119	1273	-231	-29	-4	-1
120	1200	-304	-38	-2	-2
121	1046	-458	-57	-4	0
122	1212	-292	-37	2	-2
123	1527	23	3	-3	0
124	1810	306	38	1	2
125	1113	-391	-49	-1	0
126	1159	-345	-43	-1	2
127	1598	94	12	0	0
128	1417	-87	-11	0	0
129	1213	-291	-36	-4	1
130	1143	-361	-45	-1	-1
131	1184	-320	-40	1	1
132	1246	-258	-32	-4	-4
133	1284	-220	-28	-3	2
134	1715	211	26	2	-1
135	1678	174	22	0	0
136	1372	-132	-17	0	0
137	2191	687	86	1	1
138	1560	56	7	1	1
139	2638	1134	125	13	4
140	1272	-232	-29	3	2
141	1256	-248	-31	-3	-3
142	1204	-300	-38	0	0
143	1061	-443	-55	-2	1
144	1242	-262	-33	-3	3
145	1390	-114	-14	-8	2
146	1463	-41	-5	-3	-5
147	1636	132	17	0	0
148	1580	76	10	0	0
149	1285	-219	-27	2	1
150	1764	260	33	3	4
151	1117	-387	-48	3	0
152	1130	-374	-47	-6	1
153	1158	-346	-43	-3	-2
154	2289	785	98	0	-5
155	1515	11	1	3	2
156	1314	-190	-24	0	-3
157	1421	-83	-10	0	-3
158	1765	261	33	1	2
159	1361	-143	-18	3	3
160	1596	92	12	-1	-4
161	1459	-45	-6	2	-6
162	1449	-55	-7	0	-5
163	1580	76	10	0	0
164	1533	29	4	0	-3
165	1451	-53	-7	0	-1
166	1428	-76	-10	0	0
167	604	-900	-113	-30	27
168	1473	-31	-4	2	2
169	1498	-6	-1	-1	-1
170	1239	-265	-33	2	0
171	1475	-29	-4	-1	-2
172	1503	-1	0	2	2
173	1339	-165	-21	0	0
174	1756	252	32	1	3
175	1438	-66	-8	3	-2
176	1571	67	8	2	-2
177	1312	-192	-24	1	0
178	1701	197	25	0	0
179	1424	-80	-10	1	1
180	1591	87	11	-2	-3
181	1556	52	7	0	0
182	1802	298	37	0	0
183	1584	80	10	0	0
184	1412	-92	-12	0	1
185	1485	-19	-2	0	0
186	1480	-24	-3	-3	2
187	1230	-274	-34	1	0
188	1356	-148	-19	0	-6
189	1315	-189	-24	-3	3
190	1745	241	30	4	3
191	1420	-84	-11	0	0
192	1454	-50	-6	0	-5
193	1251	-253	-32	-2	-1
194	1390	-114	-14	-3	-3
195	1466	-38	-5	0	0
196	1239	-265	-33	0	0
197	1081	-423	-53	0	-3
198	1233	-271	-34	-2	-2
199	1897	393	49	0	0
200	1476	-28	-4	-4	-2
201	1359	-145	-18	0	-2
202	1507	3	0	-1	-3
203	1544	40	5	1	-2
204	1555	51	6	0	2
205	1535	31	4	0	0
206	1460	-44	-6	2	0
207	1367	-137	-17	1	-3
208	1651	147	18	0	-2
209	1705	201	25	3	4
210	1438	-66	-8	3	2
211	1401	-103	-13	1	2
212	1676	172	22	13	8
213	1178	-326	-41	2	-4
214	1107	-397	-50	-5	3
215	1084	-420	-53	2	-1
216	1212	-292	-37	-3	-3
217	1302	-202	-25	0	-3
218	1083	-421	-53	-5	3
219	1748	244	31	3	4
220	1370	-134	-17	0	-2
221	1367	-137	-17	8	-5
222	1338	-166	-21	4	-3
223	1516	12	2	2	-3
224	1382	-122	-15	0	0
225	1509	5	1	0	0
226	1273	-231	-29	-2	1
227	1217	-287	-36	-2	2
228	1089	-415	-52	-1	2
229	2025	521	65	2	2
230	1331	-173	-22	0	0
231	1462	-42	-5	0	0
232	1282	-222	-28	0	0
233	1225	-279	-35	0	0
234	1959	455	57	0	-2
235	1587	83	10	0	0
236	1957	453	57	2	-3
237	1824	320	40	2	3
238	1503	-1	0	2	-2
239	1454	-50	-6	0	0
240	1356	-148	-19	0	0
241	1375	-129	-16	0	0
242	1884	380	48	6	5
243	1386	-118	-15	0	0
244	1129	-375	-47	-1	-3
245	1431	-73	-9	-3	-1
246	1360	-144	-18	-1	0
247	1290	-214	-27	3	0
248	1443	-61	-8	-5	-4
249	1383	-121	-15	0	-1
250	1286	-218	-27	0	0
